# Number of Traces
   9684
# TraceId; FractureId1; FractureId2; X1; Y1; Z1; X2; Y2; Z2
  769; 7; 24; 0.835559; 0.517583; -0.400461; 0.345888; 0.478362; 0.355734
  770; 7; 25; 0.735987; 0.669229; -0.400461; 0.585882; 0.112857; 0.355734
  771; 7; 26; 0.936486; -0.149187; 0.0937857; 0.276248; 0.152307; 0.772005
  772; 7; 28; 0.464806; 0.297253; 0.355734; 0.968035; 0.0481388; -0.142591
  773; 7; 30; 0.365442; 0.683423; 0.129505; 0.209724; 0.685738; 0.355734
  774; 7; 32; 0.594354; 0.884933; -0.400461; -0.039173; 0.309841; 1.08301
  775; 7; 33; 0.850261; 0.495192; -0.400461; -0.385124; 0.977132; 0.947744
  776; 7; 34; 0.736189; 0.102561; 0.145132; 0.30923; 0.209395; 0.66862
  777; 7; 36; 0.423562; 0.360066; 0.355734; 0.877051; -0.0116021; 0.0484456
  778; 7; 37; 0.412599; 1.16174; -0.400461; 0.254009; -0.1695; 1.11464
  779; 7; 40; 0.114871; 1.04969; 0.144285; 0.85332; -0.2774; 0.339313
  780; 7; 44; 0.300667; 0.765617; 0.145357; 0.0188317; 0.976462; 0.355734
  781; 7; 47; 0.308013; 1.33074; -0.409817; 0.904183; -0.166177; 0.157546
  782; 7; 51; 0.407928; 1.16886; -0.400461; 0.812176; -0.0541996; 0.184661
  783; 7; 53; 0.345012; 1.20081; -0.338934; 0.366941; 0.0975358; 0.691709
  784; 7; 54; 0.845916; 0.501809; -0.400461; -0.422054; 1.10538; 0.878382
  785; 7; 55; 0.881193; 0.448083; -0.400461; 0.0924977; 0.347876; 0.853192
  786; 7; 58; 0.676951; 0.103608; 0.231033; 0.092752; 0.55904; 0.649399
  787; 7; 59; -0.184757; 1.33611; 0.307961; 0.586409; 0.751324; -0.260095
  788; 7; 60; 0.84683; 0.214071; -0.124615; 0.799933; -0.0622382; 0.210367
  789; 7; 62; 0.27245; 0.896069; 0.0610862; 0.0843391; 0.876696; 0.355734
  790; 7; 63; 0.698818; 0.750905; -0.424611; 0.988535; 0.0615992; -0.185633
  791; 7; 64; 0.942582; -0.0428706; -0.0175756; 0.55102; -0.151656; 0.661695
  792; 7; 66; 0.473502; 0.647688; 0.00539078; 0.667814; 0.0416565; 0.304119
  793; 7; 68; 0.395422; 0.141359; 0.607707; 0.392185; 0.714957; 0.0598915
  794; 7; 70; 0.516478; 0.218557; 0.355734; 1.07564; 0.118791; -0.368517
  795; 7; 72; 0.611674; 0.0735761; 0.355734; 0.968861; 0.0486809; -0.144324
  796; 7; 73; 0.283871; 1.16066; -0.21056; 0.137731; 0.515844; 0.625021
  797; 7; 74; 0.396244; 1.18665; -0.400461; 0.490498; 0.258124; 0.355734
  798; 7; 75; 0.275732; 0.621735; 0.320546; 0.246827; 0.62923; 0.355734
  799; 7; 76; 0.15101; 1.07342; 0.068405; -0.0737955; 0.532509; 0.919305
  800; 7; 79; 1.07543; 0.152271; -0.400461; 0.141109; 0.0361298; 1.08219
  801; 7; 80; 0.148377; 1.0717; 0.0739321; 0.493334; -0.247953; 0.839093
  802; 7; 82; 0.557388; 0.340994; 0.177767; 0.472036; 0.286241; 0.355734
  803; 7; 83; 0.116041; 1.05046; 0.141827; 0.413489; -0.0987685; 0.812523
  804; 7; 84; 0.544167; 0.961366; -0.400461; 0.315387; 0.413563; 0.462906
  805; 7; 85; 1.03902; 0.207709; -0.400461; -0.169863; 0.599225; 0.995978
  806; 7; 87; 0.597297; 0.88045; -0.400461; 0.367259; 0.445814; 0.355734
  807; 7; 88; 0.115296; 1.04997; 0.143392; 0.211307; 0.395218; 0.633277
  808; 7; 89; 0.178868; 1.09172; 0.00991186; 0.446538; 0.0250137; 0.644792
  809; 7; 90; 0.154992; 1.07604; 0.0600436; 0.183307; 0.29; 0.775716
  810; 7; 91; 0.550279; 0.172; 0.350994; 0.548599; 0.169638; 0.355734
  811; 7; 92; 0.443329; 1.11494; -0.400461; -0.00635248; 0.522994; 0.829522
  812; 7; 93; 0.601542; 0.179182; 0.268865; 0.73953; -0.1019; 0.337194
  813; 7; 95; 0.787944; 0.0743235; 0.096403; 0.0755637; 0.516297; 0.715792
  814; 7; 103; 0.925008; 0.0386537; -0.0703268; 0.860652; -0.0223696; 0.0828774
  815; 7; 104; 0.140551; 1.06656; 0.0903641; 0.697396; -0.0473398; 0.34645
  816; 7; 105; 0.334706; 1.19404; -0.317295; 0.832517; -0.292777; 0.384647
  817; 7; 106; 0.805839; 0.562846; -0.400461; -0.471927; 0.943219; 1.10777
  818; 7; 108; 0.666886; 0.774468; -0.400461; 0.432984; 0.231944; 0.465335
  819; 7; 110; 0.557779; 0.455974; 0.0664284; 0.358455; 0.459222; 0.355734
  820; 7; 112; 0.483501; 1.05376; -0.400461; -0.0917216; 0.581791; 0.898129
  821; 7; 114; 0.43223; 1.13184; -0.400461; -0.110075; 0.696494; 0.814559
  822; 7; 116; 0.305903; 0.539258; 0.355734; 1.04598; 0.0993154; -0.30624
  823; 7; 118; 0.0723167; 1.02175; 0.233634; 0.230722; 0.566804; 0.439499
  824; 7; 119; 0.904952; 0.164317; -0.161958; 0.510565; 0.347738; 0.239966
  825; 7; 121; 0.807763; 0.0104004; 0.128904; 0.762303; -0.0249356; 0.229641
  826; 7; 123; 0.245878; 0.663985; 0.323646; 0.22842; 0.657264; 0.355734
  827; 7; 124; 0.912279; 0.40074; -0.400461; 0.434255; -0.197287; 0.876962
  828; 7; 127; 0.887084; 0.439111; -0.400461; -0.00210887; 0.0993905; 1.23137
  829; 7; 128; -0.112044; 1.21434; 0.318586; 0.909387; 0.00963009; -0.0194496
  830; 7; 129; 0.0708225; 1.02077; 0.236771; 1.08888; 0.127488; -0.396329
  831; 7; 131; 0.801753; 0.569069; -0.400461; 0.997245; -0.0470408; -0.0937565
  832; 7; 137; 0.740272; -0.0448504; 0.281147; 0.0145894; 0.207359; 1.10286
  833; 7; 138; 0.480407; 0.273492; 0.355734; 0.0487569; 0.56548; 0.707741
  834; 7; 143; 0.359523; 1.21034; -0.369404; 0.421843; 0.108104; 0.60098
  835; 7; 147; 0.181085; 1.09317; 0.00525639; 0.0210513; 0.580108; 0.734297
  836; 7; 148; 0.471849; 0.286526; 0.355734; -0.0746531; 0.49868; 0.953151
  837; 7; 155; 0.442695; 1.11591; -0.400461; 0.521104; 0.211513; 0.355734
  838; 7; 157; 1.04871; 0.192962; -0.400461; 0.815725; -0.48759; 0.596953
  839; 7; 158; 0.0809044; 1.02739; 0.215602; 0.421639; 0.489878; 0.233503
  840; 7; 159; 0.616721; 0.850868; -0.400461; -0.0957893; 0.897449; 0.600014
  841; 7; 162; 0.547367; 0.956493; -0.400461; -0.208918; 0.571578; 1.07991
  842; 7; 163; 0.48252; 0.485845; 0.148068; -0.0490474; 0.817783; 0.608182
  843; 7; 164; 0.381184; 1.20959; -0.400461; 0.0623819; -0.0874149; 1.31671
  844; 7; 165; 0.179208; 0.892836; 0.200999; 0.266899; 0.598661; 0.355734
  845; 7; 168; 0.888177; -0.341599; 0.350018; 0.278313; 0.570614; 0.366007
  846; 7; 169; -0.0246291; 1.33299; 0.0760402; 0.0973413; 0.752039; 0.456743
  847; 7; 170; 0.115616; 1.05018; 0.14272; 0.25373; -0.078487; 1.02737
  848; 7; 172; 0.816906; 0.545991; -0.400461; 0.651658; -0.234281; 0.593641
  849; 7; 173; 0.147242; 1.07095; 0.0763162; 0.0144324; 0.341304; 0.974056
  850; 7; 176; 0.409325; 1.16673; -0.400461; 0.131131; 0.329389; 0.814321
  851; 7; 177; 0.45539; 0.311593; 0.355734; 1.08222; 0.123111; -0.382332
  852; 7; 178; 0.225012; 1.12201; -0.086975; 0.348142; 0.00419894; 0.809203
  853; 7; 182; 1.05942; 0.176654; -0.400461; 0.297963; 0.181566; 0.71196
  854; 7; 183; 0.0866182; 1.03114; 0.203605; 0.195379; 0.566233; 0.491902
  855; 7; 184; 0.531202; 0.851682; -0.275777; 0.266164; 0.599781; 0.355734
  856; 7; 185; 0.517797; 1.00153; -0.400461; -0.173015; 0.932138; 0.679897
  857; 7; 189; 0.344082; 1.2002; -0.336982; 0.341572; 0.225163; 0.605981
  858; 7; 191; 0.61643; 0.786732; -0.338249; 0.219427; 0.869774; 0.16421
  859; 7; 192; 0.648418; 0.409545; -0.0218231; 0.153155; 1.20631; -0.062755
  860; 7; 193; 0.527775; 0.986332; -0.400461; 0.17052; 0.664669; 0.433546
  861; 7; 194; 0.885663; 0.441276; -0.400461; -0.14065; 0.616111; 0.936851
  862; 7; 195; 0.677027; 0.224968; 0.114011; 0.550245; 0.167131; 0.355734
  863; 7; 196; 0.455951; 1.09572; -0.400461; 0.516166; 0.0813577; 0.48836
  864; 7; 197; 0.292636; 1.16642; -0.228963; 0.5442; -0.144408; 0.664718
  865; 7; 198; 0.5234; 0.208015; 0.355734; 0.976724; 0.0538438; -0.160834
  866; 7; 199; 0.340289; 1.19771; -0.329019; 1.0482; -0.376805; 0.149156
  867; 8; 9; 0.805468; 0.139939; -0.252496; 1.66092; 0.69156; 0.650237
  868; 8; 12; 1.30094; 0.574992; 0.286621; 0.853305; 0.0285618; -0.222025
  869; 8; 17; 0.806617; 0.132063; -0.252496; 1.27573; 0.74786; 0.286621
  870; 8; 18; 0.950604; -0.0018065; -0.132448; 1.09994; 0.543749; 0.088351
  871; 8; 19; 1.14068; 1.00828; 0.192995; 1.15475; 1.06046; 0.213909
  872; 8; 22; 0.818352; -0.066869; -0.269165; 1.05386; 0.88911; 0.0924919
  873; 8; 23; 0.997468; 0.680213; 0.00870888; 1.24712; 0.0860049; 0.165908
  874; 8; 24; 0.748499; 0.530509; -0.252496; 0.943596; 1.45885; 0.0662942
  875; 8; 25; 0.712484; 0.582517; -0.279916; 0.961951; 1.82099; 0.134948
  876; 8; 26; 1.13255; 0.358838; 0.0937857; 1.20761; 1.06136; 0.26502
  877; 8; 30; 1.13663; 0.58477; 0.129505; 1.30443; 0.551077; 0.286621
  878; 8; 36; 1.32722; 0.394848; 0.286621; 1.15854; 0.0730849; 0.0786551
  879; 8; 49; 0.741164; 0.58079; -0.252496; 1.10362; -0.0258882; 0.0117522
  880; 8; 51; 0.602899; 1.17916; -0.301673; 1.31573; 0.473646; 0.286621
  881; 8; 56; 0.67836; 1.01136; -0.252496; 1.36376; 0.445147; 0.328939
  882; 8; 60; 0.921197; 0.255475; -0.124615; 1.18755; 0.216026; 0.126745
  883; 8; 62; 1.00021; 1.03372; 0.0610862; 1.11366; 1.06142; 0.17441
  884; 8; 63; 0.716221; 0.751797; -0.252496; 0.995657; 0.071763; -0.0786419
  885; 8; 64; 1.06219; 0.0496909; -0.0175756; 1.35289; 0.367633; 0.30755
  886; 8; 70; 0.791541; 0.23542; -0.252496; 1.03453; 0.0549963; -0.0435035
  887; 8; 72; 1.03445; 1.22579; 0.121135; 0.952862; 0.0430834; -0.123955
  888; 8; 74; 0.672367; 1.05244; -0.252496; 1.35844; 0.456061; 0.325349
  889; 8; 84; 0.589485; 0.963345; -0.344974; 1.64173; 1.12704; 0.692989
  890; 8; 86; 0.693764; 0.905753; -0.252496; 1.36152; 0.159679; 0.286621
  891; 8; 87; 0.62365; 0.880552; -0.323669; 1.28521; 1.25906; 0.367684
  892; 8; 101; 0.659213; 1.14263; -0.252496; 1.36422; 0.322894; 0.312181
  893; 8; 110; 1.02299; 0.915484; 0.0664284; 1.13837; 1.12701; 0.207472
  894; 8; 116; 0.825465; 0.153437; -0.231309; 1.2814; 0.441226; 0.248953
  895; 8; 117; 0.874669; 0.333842; -0.158468; 1.15394; 1.24322; 0.238845
  896; 8; 119; 0.820933; 0.0339189; -0.252496; 1.27043; 0.784204; 0.286621
  897; 8; 121; 1.28297; 0.698251; 0.286621; 0.88624; 0.0333657; -0.189582
  898; 8; 129; 0.773628; 0.35823; -0.252496; 1.28833; 0.66148; 0.286621
  899; 8; 131; 0.833439; 0.878969; -0.121541; 0.980562; 0.0471239; -0.0966683
  900; 8; 136; 1.07521; 0.54116; 0.0641297; 1.29056; 0.0923419; 0.208704
  901; 8; 140; 1.17313; 1.24602; 0.257742; 1.24116; 0.085136; 0.16004
  902; 8; 141; 0.674028; 1.04106; -0.252496; 1.00355; 0.543269; -0.00468745
  903; 8; 144; 0.764681; 0.419565; -0.252496; 0.925905; -0.000182949; -0.156044
  904; 8; 149; 0.73283; 1.1818; -0.175978; 1.31127; 0.504225; 0.286621
  905; 8; 152; 1.28579; 0.242229; 0.225183; 1.33539; 0.0988805; 0.252861
  906; 8; 153; 1.34313; 0.285759; 0.286621; 1.66546; 1.05966; 0.706401
  907; 8; 155; 0.672593; 1.0509; -0.252496; 1.28335; 0.695648; 0.286621
  908; 8; 157; 1.05353; 0.421522; 0.0263914; 1.09305; 0.651798; 0.0969018
  909; 8; 167; 1.17877; 1.24684; 0.263302; 1.49672; 0.624677; 0.482443
  910; 8; 172; 0.766941; 0.404069; -0.252496; 1.2959; 0.609596; 0.286621
  911; 8; 177; 0.897415; 0.177398; -0.158539; 1.06141; 0.0589173; -0.0170238
  912; 8; 182; 1.19069; 0.801208; 0.212104; 1.30157; 1.03519; 0.35197
  913; 8; 184; 0.6903; 0.9295; -0.252496; 1.22346; 1.10618; 0.286621
  914; 8; 190; 1.1905; 0.797901; 0.211454; 1.28145; 0.708612; 0.286621
  915; 8; 191; 0.705529; 0.825093; -0.252496; 1.23009; 1.06077; 0.286621
  916; 8; 198; 0.818697; 0.0528867; -0.251984; 1.31531; 0.0959516; 0.233081
  917; 9; 10; 0.675269; 0.615165; 0.177303; 0.9413; 0.560795; 0.228885
  918; 9; 11; 1.72584; 0.431231; 0.412222; 1.475; 0.7651; 0.650237
  919; 9; 12; 1.05116; 0.238124; -0.0543336; 1.38078; 0.854911; 0.703534
  920; 9; 14; 1.01735; 0.684696; 0.385072; 0.80181; 1.03137; 0.650237
  921; 9; 17; 0.967047; 0.311897; -0.0132483; 1.19635; 0.565089; 0.335567
  922; 9; 18; 1.04779; 0.239455; -0.0543336; 0.894576; 0.599163; 0.249058
  923; 9; 19; 1.01229; 0.497332; 0.192995; 1.13438; 0.899825; 0.650237
  924; 9; 21; 0.28146; 0.542565; -0.0543336; -0.139755; 1.44748; 0.694554
  925; 9; 22; 0.881908; 0.305068; -0.0543336; 0.883815; 0.705508; 0.352609
  926; 9; 23; 1.59604; 0.10306; 0.0272731; 0.526163; 0.682141; 0.185417
  927; 9; 24; 0.492888; 0.942181; 0.435833; 0.584748; 0.393701; -0.0836506
  928; 9; 25; 0.795809; 1.17091; 0.789368; 0.637904; 0.248807; -0.209295
  929; 9; 26; 1.13025; 0.352869; 0.0937857; 0.761145; 1.04745; 0.650237
  930; 9; 30; 0.392221; 0.679997; 0.129505; 1.31539; 0.543829; 0.36176
  931; 9; 32; 0.419751; 0.763705; 0.225457; 0.622553; 1.10227; 0.650237
  932; 9; 38; 1.72073; 0.418304; 0.397058; 0.796259; 1.05546; 0.672442
  933; 9; 42; 0.431823; 1.13791; 0.60987; 1.25497; 0.671402; 0.466923
  934; 9; 44; 0.391192; 0.499162; -0.0543336; 0.0139603; 1.20102; 0.506239
  935; 9; 46; 1.03099; 0.246099; -0.0543336; 0.373976; 0.98818; 0.434783
  936; 9; 47; 0.682416; 0.383973; -0.0543336; 0.976855; 0.668879; 0.352782
  937; 9; 49; 0.907956; 0.294765; -0.0543336; 0.420627; 1.02951; 0.495419
  938; 9; 51; 0.624555; 0.406859; -0.0543336; 1.10687; 0.451304; 0.184252
  939; 9; 52; 0.903258; 0.610001; 0.263534; 0.445054; 0.92391; 0.398109
  940; 9; 53; 1.2452; 0.855992; 0.650237; 0.28407; 0.684259; 0.0904379
  941; 9; 54; 0.440789; 0.566701; 0.0340711; 0.30436; 0.735556; 0.150611
  942; 9; 55; 0.909092; 0.826718; 0.485697; 0.942643; 0.879477; 0.552672
  943; 9; 56; 1.65445; 0.250736; 0.200499; 0.441917; 1.08333; 0.558557
  944; 9; 60; 0.884195; 0.234874; -0.124615; 1.69509; 0.353487; 0.321028
  945; 9; 62; -0.0934702; 0.828168; 0.0849393; 1.10698; 1.09671; 0.838947
  946; 9; 63; 0.68499; 1.07409; 0.646706; 0.979539; 0.0655644; -0.258099
  947; 9; 64; 1.25058; 0.195485; -0.0175756; 1.37022; 0.345236; 0.182322
  948; 9; 65; 1.48999; 0.448027; 0.334635; 1.06984; 0.925355; 0.650237
  949; 9; 66; 0.293403; 0.537841; -0.0543336; 1.70823; 0.672847; 0.650237
  950; 9; 68; 0.0937357; 0.489254; -0.183724; 0.437043; 0.687245; 0.154839
  951; 9; 72; 1.03448; 0.0744933; -0.227; 0.623567; 1.10187; 0.650237
  952; 9; 73; 0.569817; 1.12313; 0.650237; 0.405455; 0.991147; 0.450422
  953; 9; 74; 1.72317; 0.42449; 0.404315; 0.262212; 0.628995; 0.0256126
  954; 9; 75; 0.498569; 0.456691; -0.0543336; 0.466613; 1.36105; 0.850163
  955; 9; 78; 0.732429; 0.458706; 0.0415349; 0.535094; 1.13686; 0.650237
  956; 9; 79; 0.985182; 0.55574; 0.241363; 0.993293; 0.64793; 0.338128
  957; 9; 81; 0.994905; 0.954992; 0.650237; 0.419894; 1.02765; 0.493244
  958; 9; 82; 0.653802; 0.395291; -0.0543336; 1.05367; 1.0564; 0.776679
  959; 9; 84; 1.2617; 0.891612; 0.692989; 0.20938; 0.584675; -0.0405389
  960; 9; 86; 1.59456; 0.099319; 0.0228847; 0.196698; 1.00378; 0.37948
  961; 9; 87; 0.846418; 0.837134; 0.471117; 0.306262; 0.520114; -0.0671551
  962; 9; 88; 0.499819; 1.15082; 0.650237; 0.457067; 1.12164; 0.603487
  963; 9; 89; 1.25027; 0.853988; 0.650237; 0.328671; 0.79702; 0.222708
  964; 9; 92; 0.685396; 1.07741; 0.650237; 0.371475; 0.905239; 0.349651
  965; 9; 94; 1.40609; 0.526963; 0.381042; 0.608996; 1.07398; 0.616099
  966; 9; 96; 0.55673; 1.12831; 0.650237; 0.346495; 0.842083; 0.275567
  967; 9; 101; 1.62316; 0.171641; 0.10772; 0.334061; 1.12957; 0.562188
  968; 9; 104; -0.43388; 1.11216; 0.236429; 1.0302; 0.388632; 0.0899214
  969; 9; 105; 0.5226; 0.447186; -0.0543336; 0.686195; 0.616821; 0.183366
  970; 9; 107; 0.715369; 0.764082; 0.344441; 0.625277; 1.10119; 0.650237
  971; 9; 108; 0.584573; 0.56096; 0.0859341; 0.862405; 1.0074; 0.650237
  972; 9; 110; 0.601758; 0.415876; -0.0543336; 0.833112; 1.39707; 1.03374
  973; 9; 113; 0.985406; 0.694042; 0.381737; 1.02663; 0.942443; 0.650237
  974; 9; 114; 0.731749; 1.05908; 0.650237; 0.396223; 0.967807; 0.423044
  975; 9; 116; 0.824036; 0.153482; -0.231309; 1.68792; 0.680881; 0.650237
  976; 9; 117; 0.762981; 0.352107; -0.0543336; 0.555848; 1.12865; 0.650237
  977; 9; 121; 1.01975; 0.250545; -0.0543336; 1.30982; 0.830431; 0.650237
  978; 9; 123; 0.608836; 0.785717; 0.323646; 1.47991; 1.06092; 0.952262
  979; 9; 128; 1.62889; 0.186117; 0.1247; 0.322526; 0.781484; 0.204485
  980; 9; 131; 0.954803; 0.276235; -0.0543336; 1.01248; 0.647745; 0.345638
  981; 9; 133; -0.157244; 1.02713; 0.261167; 0.752462; 1.16781; 0.768836
  982; 9; 136; 1.30129; 0.255977; 0.0641297; 0.558128; 0.836807; 0.355124
  983; 9; 140; 1.60315; 0.121057; 0.0483832; 0.366401; 1.05475; 0.49927
  984; 9; 141; 0.551821; 0.958278; 0.475805; 0.971488; 0.517929; 0.197517
  985; 9; 143; 0.238133; 0.559702; -0.0543336; 0.839942; 0.969751; 0.603035
  986; 9; 149; 1.68049; 0.316585; 0.277741; -0.567364; 1.36906; 0.443454
  987; 9; 152; 1.19891; 0.45525; 0.225183; 0.833006; 1.01903; 0.650237
  988; 9; 153; 1.47979; 0.437741; 0.320109; 1.41613; 0.788382; 0.650237
  989; 9; 154; 1.09576; 0.533397; 0.263064; 0.390187; 0.952548; 0.405144
  990; 9; 155; 1.78505; 0.580922; 0.587812; 0.0507242; 0.565424; -0.123718
  991; 9; 157; 1.03402; 0.324487; 0.0263914; 1.06711; 0.657015; 0.376958
  992; 9; 158; 0.0067696; 0.907023; 0.20514; 0.864014; 0.642019; 0.280266
  993; 9; 159; 0.302153; 0.53438; -0.0543336; 0.262824; 0.630544; 0.0274291
  994; 9; 161; 0.704048; 0.506249; 0.0783732; 0.331919; 0.805232; 0.232341
  995; 9; 162; 0.512353; 1.14586; 0.650237; 0.419743; 1.02727; 0.492796
  996; 9; 163; 0.772273; 0.547975; 0.148068; 0.784893; 0.996598; 0.608182
  997; 9; 164; 0.678222; 1.08025; 0.650237; 0.338825; 0.822693; 0.252823
  998; 9; 165; 0.136896; 0.851471; 0.200999; 0.378521; 0.850958; 0.297419
  999; 9; 167; 1.71595; 0.40622; 0.382885; 0.558208; 1.47828; 1.00581
  1000; 9; 172; 0.899934; 0.371325; 0.0201053; 1.17462; 0.501371; 0.262219
  1001; 9; 176; 1.11517; 0.907425; 0.650237; 0.320839; 0.777218; 0.19948
  1002; 9; 182; 0.957508; 0.537839; 0.212104; 1.01737; 0.946108; 0.650237
  1003; 9; 184; 0.0974963; 0.591909; -0.0780883; 0.971199; 0.918263; 0.60347
  1004; 9; 186; -0.251697; 1.4131; 0.614768; 1.27164; 0.778447; 0.582189
  1005; 9; 187; 0.912515; 0.783008; 0.442733; 0.834201; 1.01778; 0.649448
  1006; 9; 188; 1.13243; 0.900597; 0.650237; 0.340518; 0.826971; 0.257842
  1007; 9; 190; 0.602739; 1.26935; 0.811758; 1.34949; 0.630142; 0.462994
  1008; 9; 192; 0.579825; 0.370572; -0.109086; 1.0496; 0.933358; 0.650237
  1009; 9; 193; 0.454432; 0.474149; -0.0543336; 0.302666; 0.731274; 0.145587
  1010; 9; 196; 0.5701; 0.428398; -0.0543336; 0.340267; 0.826338; 0.257099
  1011; 9; 199; 0.747992; 0.358036; -0.0543336; 1.12195; 0.449574; 0.188549
  1012; 10; 11; 1.67254; 0.362969; 0.411133; 0.340864; -0.163986; 0.821294
  1013; 10; 12; -0.706852; -0.266255; 0.882773; 1.50871; 0.636245; 0.178808
  1014; 10; 13; 0.826431; 0.143219; 0.575502; 0.902541; 0.130643; 0.587767
  1015; 10; 15; -0.187142; -0.077779; 0.737068; -0.216037; -0.190698; 0.830848
  1016; 10; 16; 0.879265; 0.248906; 0.48832; -0.0511783; 0.124003; 0.571422
  1017; 10; 18; 1.01864; 0.618488; 0.182408; 0.83444; 0.533743; 0.249058
  1018; 10; 19; 1.0397; 0.606407; 0.192995; 0.867234; -0.202666; 0.865731
  1019; 10; 20; -0.103719; 0.59378; 0.177303; 0.760086; -0.426129; 1.05017
  1020; 10; 21; 0.0882789; 0.599051; 0.177303; -0.0964754; 0.417105; 0.325238
  1021; 10; 22; 1.09386; 0.873524; -0.0291729; 0.30761; -0.249238; 0.891833
  1022; 10; 23; 0.839167; 0.82124; 0.00870888; -0.28555; -0.265521; 0.891833
  1023; 10; 24; 0.959858; 1.08801; -0.211642; -0.305798; -0.266077; 0.891833
  1024; 10; 25; 0.837966; 1.16629; -0.279916; 0.487479; -0.2443; 0.891833
  1025; 10; 26; 1.27638; 0.731522; 0.0937857; 0.175167; -0.109604; 0.772005
  1026; 10; 27; -0.497054; -0.271328; 0.891833; 0.942195; 0.528192; 0.256174
  1027; 10; 28; -0.352972; 0.586938; 0.177303; 1.20392; 0.0521347; 0.66035
  1028; 10; 29; -0.0168121; 0.596166; 0.177303; 0.569679; -0.242044; 0.891833
  1029; 10; 30; 0.491683; 0.667274; 0.129505; 1.31654; 0.552833; 0.24416
  1030; 10; 32; 0.304896; 0.604997; 0.177303; -0.456977; -0.270228; 0.891833
  1031; 10; 34; 0.741489; 0.14888; 0.568816; -0.636799; 0.290012; 0.41913
  1032; 10; 35; 0.916766; 0.297116; 0.448858; 0.871522; -0.298109; 0.945656
  1033; 10; 36; -0.721981; 0.284817; 0.421518; 1.2138; 0.444026; 0.332806
  1034; 10; 37; 0.353648; 0.606336; 0.177303; 0.278828; -0.342685; 0.969329
  1035; 10; 38; 0.931529; -0.23211; 0.891833; 0.962422; -0.208616; 0.872893
  1036; 10; 39; 0.174093; 0.395; 0.349938; -0.483477; 0.705599; 0.0750601
  1037; 10; 40; 0.00994007; 0.673329; 0.11338; 0.945879; 0.394003; 0.368492
  1038; 10; 41; -0.0818233; 0.830377; -0.0200797; 0.911082; -0.232671; 0.891833
  1039; 10; 43; -0.335953; 0.587405; 0.177303; 1.15351; -0.411879; 1.04729
  1040; 10; 44; -0.300613; 0.588375; 0.177303; -0.209337; 0.604917; 0.165563
  1041; 10; 46; 0.690985; 0.327177; 0.418532; 0.6726; 0.0644485; 0.637851
  1042; 10; 47; 0.293168; 1.32928; -0.428743; 1.00183; 0.414322; 0.352782
  1043; 10; 48; 1.07805; 0.296857; 0.452778; 0.349164; -0.0610771; 0.735413
  1044; 10; 49; 0.69555; 0.615722; 0.177303; 0.952051; 0.169181; 0.556671
  1045; 10; 52; 0.975111; 0.520296; 0.263534; 0.754923; 0.0493716; 0.652352
  1046; 10; 53; 0.308032; 0.651079; 0.138833; 0.204525; -0.252068; 0.891833
  1047; 10; 54; 0.40187; 0.778911; 0.0340711; -0.18332; -0.262715; 0.891833
  1048; 10; 57; 0.626586; 0.0506296; 0.648353; 0.501452; -0.0622132; 0.73986
  1049; 10; 58; 1.10476; 0.307232; 0.444714; 0.0830546; 0.316114; 0.413826
  1050; 10; 63; 0.476367; 1.32937; -0.424611; 1.05845; 0.0959085; 0.620398
  1051; 10; 64; 1.3418; 0.381959; 0.387656; 0.797871; 0.0393799; 0.661695
  1052; 10; 65; 1.49019; 0.449427; 0.334635; 0.497646; -0.26086; 0.905917
  1053; 10; 66; 0.930051; 0.470535; 0.304119; 0.628731; 0.767664; 0.0486871
  1054; 10; 68; 0.364958; 0.092045; 0.607707; 0.40959; 0.704204; 0.0967318
  1055; 10; 70; -0.117717; 0.593396; 0.177303; 0.960235; -0.128945; 0.806206
  1056; 10; 71; 0.309; 0.363566; 0.379326; 0.588416; 0.121952; 0.587824
  1057; 10; 72; 0.860943; 0.620262; 0.177303; 0.510987; 0.189436; 0.529603
  1058; 10; 73; 0.165691; 0.933952; -0.101025; -0.310189; -0.266198; 0.891833
  1059; 10; 77; -0.721717; 0.275224; 0.429548; 0.953508; 0.116119; 0.601085
  1060; 10; 78; 0.692673; 0.77797; 0.0415349; 0.661682; -0.239518; 0.891833
  1061; 10; 79; 0.979069; 0.546913; 0.241363; -0.0409394; -0.333275; 0.954117
  1062; 10; 80; -0.119073; 0.593359; 0.177303; 0.61994; -0.240664; 0.891833
  1063; 10; 82; 0.79863; 0.617997; 0.177767; 0.11534; -0.0372124; 0.710084
  1064; 10; 83; 0.105762; 0.599531; 0.177303; 0.447947; -0.245385; 0.891833
  1065; 10; 84; 1.05212; 1.24996; -0.344974; -0.46298; -0.270392; 0.891833
  1066; 10; 86; 0.820573; 0.619154; 0.177303; 0.943836; 0.468434; 0.306193
  1067; 10; 87; 1.0088; 1.2233; -0.323669; -0.247748; -0.264484; 0.891833
  1068; 10; 89; 0.0461703; 0.597895; 0.177303; 0.695528; -0.238589; 0.891833
  1069; 10; 90; 0.057211; 0.652568; 0.131829; 0.0657573; -0.255877; 0.891833
  1070; 10; 91; -0.108468; 0.59365; 0.177303; 0.663802; -0.23946; 0.891833
  1071; 10; 95; 0.741129; 0.392565; 0.364994; -0.657774; 0.0450423; 0.623536
  1072; 10; 98; -0.0597256; 0.985625; -0.14942; -0.0188372; -0.2582; 0.891833
